# timeseries-10min - file con shifting in base al fuso orario.
80.47459 ;
let Lambda[10,22]:= 
98.31796 ;
let Lambda[10,23]:= 
89.23750 ;
let Lambda[10,24]:= 
96.43529 ;
let Lambda[10,1]:= 
5.54250 ;
let Lambda[10,2]:= 
5.54250 ;
let Lambda[10,3]:= 
5.97790 ;
let Lambda[10,4]:= 
5.46015 ;
let Lambda[10,5]:= 
4.97764 ;
let Lambda[11,24]:= 
103.76865 ;
let Lambda[11,1]:= 
40.11163 ;
let Lambda[11,2]:= 
35.69993 ;
let Lambda[11,3]:= 
35.43184 ;
let Lambda[11,4]:= 
32.89144 ;
let Lambda[11,5]:= 
27.94432 ;
let Lambda[11,6]:= 
29.68273 ;
let Lambda[11,7]:= 
30.48472 ;
let Lambda[11,8]:= 
32.75778 ;
let Lambda[11,9]:= 
38.90865 ;
let Lambda[11,10]:= 
40.37972 ;
let Lambda[11,11]:= 
46.93082 ;
let Lambda[11,12]:= 
47.59991 ;
let Lambda[11,13]:= 
50.94229 ;
let Lambda[11,14]:= 
54.28467 ;
let Lambda[11,15]:= 
59.63355 ;
let Lambda[11,16]:= 
74.47492 ;
let Lambda[11,17]:= 
66.85374 ;
let Lambda[11,18]:= 
59.76722 ;
let Lambda[11,19]:= 
62.97594 ;
let Lambda[11,20]:= 
62.97594 ;
let Lambda[11,21]:= 
67.92306 ;
let Lambda[11,22]:= 
62.04028 ;
let Lambda[11,23]:= 
56.55774 ;
let Lambda[12,5]:= 
149.95857 ;
let Lambda[12,6]:= 
103.10211 ;
let Lambda[12,7]:= 
94.82110 ;
let Lambda[12,8]:= 
100.18059 ;
let Lambda[12,9]:= 
92.05847 ;
let Lambda[12,10]:= 
80.60643 ;
let Lambda[12,11]:= 
77.99133 ;
let Lambda[12,12]:= 
85.32238 ;
let Lambda[12,13]:= 
92.61991 ;
let Lambda[12,14]:= 
103.34364 ;
let Lambda[12,15]:= 
115.32356 ;
let Lambda[12,16]:= 
120.63001 ;
let Lambda[12,17]:= 
129.14702 ;
let Lambda[12,18]:= 
151.30961 ;
let Lambda[12,19]:= 
150.38470 ;
let Lambda[12,20]:= 
156.68707 ;
let Lambda[12,21]:= 
225.46055 ;
let Lambda[12,22]:= 
179.47676 ;
let Lambda[12,23]:= 
167.27991 ;
let Lambda[12,24]:= 
185.25354 ;
let Lambda[12,1]:= 
30.57582 ;
let Lambda[12,2]:= 
32.97773 ;
let Lambda[12,3]:= 
30.12155 ;
let Lambda[12,4]:= 
27.45969 ;
let Lambda[13,14]:= 
82.68808 ;
let Lambda[13,15]:= 
57.48281 ;
let Lambda[13,16]:= 
53.40935 ;
let Lambda[13,17]:= 
50.77634 ;
let Lambda[13,18]:= 
54.90541 ;
let Lambda[13,19]:= 
43.12668 ;
let Lambda[13,20]:= 
46.27701 ;
let Lambda[13,21]:= 
46.08714 ;
let Lambda[13,22]:= 
47.97596 ;
let Lambda[13,23]:= 
59.43526 ;
let Lambda[13,24]:= 
69.31323 ;
let Lambda[13,1]:= 
73.90682 ;
let Lambda[13,2]:= 
74.96049 ;
let Lambda[13,3]:= 
80.22409 ;
let Lambda[13,4]:= 
85.48768 ;
let Lambda[13,5]:= 
93.91111 ;
let Lambda[13,6]:= 
117.28334 ;
let Lambda[13,7]:= 
105.28148 ;
let Lambda[13,8]:= 
94.12161 ;
let Lambda[13,9]:= 
99.17471 ;
let Lambda[13,10]:= 
99.17471 ;
let Lambda[13,11]:= 
106.96545 ;
let Lambda[13,12]:= 
97.70124 ;
let Lambda[13,13]:= 
89.06731 ;
let Lambda[14,23]:= 
33.48754 ;
let Lambda[14,24]:= 
31.89241 ;
let Lambda[14,1]:= 
19.20141 ;
let Lambda[14,2]:= 
19.05722 ;
let Lambda[14,3]:= 
17.69085 ;
let Lambda[14,4]:= 
15.03002 ;
let Lambda[14,5]:= 
15.96502 ;
let Lambda[14,6]:= 
16.39638 ;
let Lambda[14,7]:= 
17.61896 ;
let Lambda[14,8]:= 
20.92724 ;
let Lambda[14,9]:= 
21.71846 ;
let Lambda[14,10]:= 
25.24202 ;
let Lambda[14,11]:= 
25.60189 ;
let Lambda[14,12]:= 
27.39961 ;
let Lambda[14,13]:= 
29.19732 ;
let Lambda[14,14]:= 
32.07425 ;
let Lambda[14,15]:= 
40.05677 ;
let Lambda[14,16]:= 
35.95767 ;
let Lambda[14,17]:= 
32.14614 ;
let Lambda[14,18]:= 
33.87197 ;
let Lambda[14,19]:= 
33.87197 ;
let Lambda[14,20]:= 
36.53281 ;
let Lambda[14,21]:= 
33.36873 ;
let Lambda[14,22]:= 
30.41991 ;
let Lambda[15,23]:= 
132.55486 ;
let Lambda[15,24]:= 
110.21642 ;
let Lambda[15,1]:= 
66.78754 ;
let Lambda[15,2]:= 
66.28600 ;
let Lambda[15,3]:= 
61.53342 ;
let Lambda[15,4]:= 
52.27833 ;
let Lambda[15,5]:= 
55.53054 ;
let Lambda[15,6]:= 
57.03091 ;
let Lambda[15,7]:= 
61.28336 ;
let Lambda[15,8]:= 
72.79042 ;
let Lambda[15,9]:= 
75.54251 ;
let Lambda[15,10]:= 
87.79833 ;
let Lambda[15,11]:= 
89.05006 ;
let Lambda[15,12]:= 
95.30300 ;
let Lambda[15,13]:= 
101.55594 ;
let Lambda[15,14]:= 
111.56263 ;
let Lambda[15,15]:= 
139.32791 ;
let Lambda[15,16]:= 
125.07018 ;
let Lambda[15,17]:= 
111.81269 ;
let Lambda[15,18]:= 
117.81557 ;
let Lambda[15,19]:= 
117.81557 ;
let Lambda[15,20]:= 
127.07066 ;
let Lambda[15,21]:= 
116.06515 ;
let Lambda[15,22]:= 
105.80839 ;
let Lambda[16,23]:= 
28.37390 ;
let Lambda[16,24]:= 
22.87988 ;
let Lambda[16,1]:= 
13.71852 ;
let Lambda[16,2]:= 
13.61550 ;
let Lambda[16,3]:= 
12.63929 ;
let Lambda[16,4]:= 
10.73825 ;
let Lambda[16,5]:= 
11.40627 ;
let Lambda[16,6]:= 
11.71445 ;
let Lambda[16,7]:= 
12.58792 ;
let Lambda[16,8]:= 
14.95154 ;
let Lambda[16,9]:= 
15.51683 ;
let Lambda[16,10]:= 
18.03425 ;
let Lambda[16,11]:= 
18.29136 ;
let Lambda[16,12]:= 
19.57575 ;
let Lambda[16,13]:= 
20.86013 ;
let Lambda[16,14]:= 
22.91556 ;
let Lambda[16,15]:= 
28.61870 ;
let Lambda[16,16]:= 
25.69008 ;
let Lambda[16,17]:= 
22.96693 ;
let Lambda[16,18]:= 
24.19995 ;
let Lambda[16,19]:= 
24.19995 ;
let Lambda[16,20]:= 
26.10099 ;
let Lambda[16,21]:= 
23.84040 ;
let Lambda[16,22]:= 
21.73361 ;
let Lambda[17,24]:= 
113.60624 ;
let Lambda[17,1]:= 
44.06121 ;
let Lambda[17,2]:= 
39.21511 ;
let Lambda[17,3]:= 
38.92063 ;
let Lambda[17,4]:= 
36.13009 ;
let Lambda[17,5]:= 
30.69586 ;
let Lambda[17,6]:= 
32.60543 ;
let Lambda[17,7]:= 
33.48639 ;
let Lambda[17,8]:= 
35.98327 ;
let Lambda[17,9]:= 
42.73978 ;
let Lambda[17,10]:= 
44.35570 ;
let Lambda[17,11]:= 
51.55186 ;
let Lambda[17,12]:= 
52.28682 ;
let Lambda[17,13]:= 
55.95831 ;
let Lambda[17,14]:= 
59.62980 ;
let Lambda[17,15]:= 
65.50535 ;
let Lambda[17,16]:= 
81.80807 ;
let Lambda[17,17]:= 
73.43647 ;
let Lambda[17,18]:= 
65.65218 ;
let Lambda[17,19]:= 
69.17684 ;
let Lambda[17,20]:= 
69.17684 ;
let Lambda[17,21]:= 
74.61108 ;
let Lambda[17,22]:= 
68.14906 ;
let Lambda[17,23]:= 
62.12668 ;
let Lambda[18,17]:= 
77.13762 ;
let Lambda[18,18]:= 
61.18574 ;
let Lambda[18,19]:= 
58.76955 ;
let Lambda[18,20]:= 
50.83652 ;
let Lambda[18,21]:= 
48.18515 ;
let Lambda[18,22]:= 
43.04793 ;
let Lambda[18,23]:= 
47.07080 ;
let Lambda[18,24]:= 
50.64463 ;
let Lambda[18,1]:= 
37.10516 ;
let Lambda[18,2]:= 
44.07232 ;
let Lambda[18,3]:= 
45.73863 ;
let Lambda[18,4]:= 
53.15914 ;
let Lambda[18,5]:= 
53.91702 ;
let Lambda[18,6]:= 
57.70298 ;
let Lambda[18,7]:= 
61.48894 ;
let Lambda[18,8]:= 
67.54768 ;
let Lambda[18,9]:= 
84.35869 ;
let Lambda[18,10]:= 
75.72608 ;
let Lambda[18,11]:= 
67.69908 ;
let Lambda[18,12]:= 
71.33364 ;
let Lambda[18,13]:= 
71.33364 ;
let Lambda[18,14]:= 
76.93731 ;
let Lambda[18,15]:= 
70.27382 ;
let Lambda[18,16]:= 
64.06367 ;
let Lambda[19,17]:= 
249.03721 ;
let Lambda[19,18]:= 
189.52915 ;
let Lambda[19,19]:= 
179.22640 ;
let Lambda[19,20]:= 
167.41694 ;
let Lambda[19,21]:= 
166.74571 ;
let Lambda[19,22]:= 
143.04129 ;
let Lambda[19,23]:= 
157.78366 ;
let Lambda[19,24]:= 
151.54375 ;
let Lambda[19,1]:= 
125.76029 ;
let Lambda[19,2]:= 
149.37406 ;
let Lambda[19,3]:= 
155.02166 ;
let Lambda[19,4]:= 
180.17197 ;
let Lambda[19,5]:= 
182.74064 ;
let Lambda[19,6]:= 
195.57237 ;
let Lambda[19,7]:= 
208.40411 ;
let Lambda[19,8]:= 
228.93896 ;
let Lambda[19,9]:= 
285.91640 ;
let Lambda[19,10]:= 
256.65795 ;
let Lambda[19,11]:= 
229.45211 ;
let Lambda[19,12]:= 
241.77069 ;
let Lambda[19,13]:= 
241.77069 ;
let Lambda[19,14]:= 
260.76317 ;
let Lambda[19,15]:= 
238.17863 ;
let Lambda[19,16]:= 
217.13062 ;
let Lambda[20,5]:= 
159.24433 ;
let Lambda[20,6]:= 
128.29851 ;
let Lambda[20,7]:= 
133.83268 ;
let Lambda[20,8]:= 
114.54862 ;
let Lambda[20,9]:= 
124.43541 ;
let Lambda[20,10]:= 
98.03071 ;
let Lambda[20,11]:= 
102.08740 ;
let Lambda[20,12]:= 
104.84568 ;
let Lambda[20,13]:= 
104.77695 ;
let Lambda[20,14]:= 
133.81798 ;
let Lambda[20,15]:= 
124.98967 ;
let Lambda[20,16]:= 
146.88177 ;
let Lambda[20,17]:= 
171.89519 ;
let Lambda[20,18]:= 
192.72563 ;
let Lambda[20,19]:= 
175.49849 ;
let Lambda[20,20]:= 
186.63813 ;
let Lambda[20,21]:= 
276.63179 ;
let Lambda[20,22]:= 
239.12629 ;
let Lambda[20,23]:= 
189.11203 ;
let Lambda[20,24]:= 
214.42633 ;
let Lambda[20,1]:= 
51.98214 ;
let Lambda[20,2]:= 
56.06563 ;
let Lambda[20,3]:= 
51.20982 ;
let Lambda[20,4]:= 
46.68438 ;
let Lambda[21,5]:= 
210.92879 ;
let Lambda[21,6]:= 
157.18252 ;
let Lambda[21,7]:= 
145.84767 ;
let Lambda[21,8]:= 
134.41296 ;
let Lambda[21,9]:= 
124.77582 ;
let Lambda[21,10]:= 
126.97733 ;
let Lambda[21,11]:= 
136.11393 ;
let Lambda[21,12]:= 
123.27074 ;
let Lambda[21,13]:= 
125.63434 ;
let Lambda[21,14]:= 
167.06652 ;
let Lambda[21,15]:= 
178.43303 ;
let Lambda[21,16]:= 
203.46868 ;
let Lambda[21,17]:= 
212.32246 ;
let Lambda[21,18]:= 
197.50017 ;
let Lambda[21,19]:= 
230.82532 ;
let Lambda[21,20]:= 
231.19565 ;
let Lambda[21,21]:= 
335.30484 ;
let Lambda[21,22]:= 
259.18787 ;
let Lambda[21,23]:= 
271.57862 ;
let Lambda[21,24]:= 
262.53105 ;
let Lambda[21,1]:= 
52.50621 ;
let Lambda[21,2]:= 
56.63087 ;
let Lambda[21,3]:= 
51.72610 ;
let Lambda[21,4]:= 
47.15503 ;
let Lambda[22,4]:= 
214.62763 ;
let Lambda[22,5]:= 
189.28514 ;
let Lambda[22,6]:= 
174.82372 ;
let Lambda[22,7]:= 
167.20140 ;
let Lambda[22,8]:= 
146.42772 ;
let Lambda[22,9]:= 
118.18369 ;
let Lambda[22,10]:= 
140.07158 ;
let Lambda[22,11]:= 
147.92754 ;
let Lambda[22,12]:= 
142.91601 ;
let Lambda[22,13]:= 
157.62600 ;
let Lambda[22,14]:= 
170.77616 ;
let Lambda[22,15]:= 
194.30386 ;
let Lambda[22,16]:= 
220.38385 ;
let Lambda[22,17]:= 
247.19818 ;
let Lambda[22,18]:= 
229.58375 ;
let Lambda[22,19]:= 
252.20552 ;
let Lambda[22,20]:= 
305.02692 ;
let Lambda[22,21]:= 
282.74152 ;
let Lambda[22,22]:= 
250.11007 ;
let Lambda[22,23]:= 
269.14490 ;
let Lambda[22,24]:= 
305.59161 ;
let Lambda[22,1]:= 
111.88175 ;
let Lambda[22,2]:= 
102.19173 ;
let Lambda[22,3]:= 
93.16098 ;
let Lambda[23,23]:= 
270.14983 ;
let Lambda[23,24]:= 
231.25643 ;
let Lambda[23,1]:= 
115.18453 ;
let Lambda[23,2]:= 
114.31955 ;
let Lambda[23,3]:= 
106.12307 ;
let Lambda[23,4]:= 
90.16136 ;
let Lambda[23,5]:= 
95.77025 ;
let Lambda[23,6]:= 
98.35785 ;
let Lambda[23,7]:= 
105.69180 ;
let Lambda[23,8]:= 
125.53735 ;
let Lambda[23,9]:= 
130.28372 ;
let Lambda[23,10]:= 
151.42061 ;
let Lambda[23,11]:= 
153.57938 ;
let Lambda[23,12]:= 
164.36346 ;
let Lambda[23,13]:= 
175.14754 ;
let Lambda[23,14]:= 
192.40549 ;
let Lambda[23,15]:= 
240.29063 ;
let Lambda[23,16]:= 
215.70116 ;
let Lambda[23,17]:= 
192.83676 ;
let Lambda[23,18]:= 
203.18957 ;
let Lambda[23,19]:= 
203.18957 ;
let Lambda[23,20]:= 
219.15129 ;
let Lambda[23,21]:= 
200.17072 ;
let Lambda[23,22]:= 
182.48150 ;
let Lambda[24,14]:= 
130.99173 ;
let Lambda[24,15]:= 
107.70819 ;
let Lambda[24,16]:= 
103.23582 ;
let Lambda[24,17]:= 
107.68815 ;
let Lambda[24,18]:= 
106.76100 ;
let Lambda[24,19]:= 
86.58046 ;
let Lambda[24,20]:= 
82.33200 ;
let Lambda[24,21]:= 
93.55188 ;
let Lambda[24,22]:= 
86.99494 ;
let Lambda[24,23]:= 
119.40334 ;
let Lambda[24,24]:= 
108.42806 ;
let Lambda[24,1]:= 
137.09776 ;
let Lambda[24,2]:= 
139.05234 ;
let Lambda[24,3]:= 
148.81635 ;
let Lambda[24,4]:= 
158.58036 ;
let Lambda[24,5]:= 
174.20590 ;
let Lambda[24,6]:= 
217.56158 ;
let Lambda[24,7]:= 
195.29803 ;
let Lambda[24,8]:= 
174.59637 ;
let Lambda[24,9]:= 
183.96991 ;
let Lambda[24,10]:= 
183.96991 ;
let Lambda[24,11]:= 
198.42180 ;
let Lambda[24,12]:= 
181.23661 ;
let Lambda[24,13]:= 
165.22061 ;
let Lambda[25,1]:= 
232.78368 ;
let Lambda[25,2]:= 
213.95232 ;
let Lambda[25,3]:= 
177.72594 ;
let Lambda[25,4]:= 
197.99024 ;
let Lambda[25,5]:= 
160.40267 ;
let Lambda[25,6]:= 
134.85735 ;
let Lambda[25,7]:= 
150.78607 ;
let Lambda[25,8]:= 
170.34613 ;
let Lambda[25,9]:= 
178.05560 ;
let Lambda[25,10]:= 
189.74692 ;
let Lambda[25,11]:= 
192.81844 ;
let Lambda[25,12]:= 
250.32536 ;
let Lambda[25,13]:= 
239.38596 ;
let Lambda[25,14]:= 
238.08041 ;
let Lambda[25,15]:= 
303.33833 ;
let Lambda[25,16]:= 
293.84598 ;
let Lambda[25,17]:= 
374.54377 ;
let Lambda[25,18]:= 
353.19650 ;
let Lambda[25,19]:= 
315.75754 ;
let Lambda[25,20]:= 
332.70959 ;
let Lambda[25,21]:= 
326.31133 ;
let Lambda[25,22]:= 
365.74672 ;
let Lambda[25,23]:= 
293.09881 ;
let Lambda[25,24]:= 
270.07056 ;
let Lambda[26,4]:= 
255.43303 ;
let Lambda[26,5]:= 
190.79673 ;
let Lambda[26,6]:= 
162.73635 ;
let Lambda[26,7]:= 
165.02546 ;
let Lambda[26,8]:= 
162.97176 ;
let Lambda[26,9]:= 
141.22877 ;
let Lambda[26,10]:= 
157.36820 ;
let Lambda[26,11]:= 
152.55728 ;
let Lambda[26,12]:= 
147.70161 ;
let Lambda[26,13]:= 
200.49745 ;
let Lambda[26,14]:= 
182.06819 ;
let Lambda[26,15]:= 
218.58250 ;
let Lambda[26,16]:= 
250.00076 ;
let Lambda[26,17]:= 
277.65182 ;
let Lambda[26,18]:= 
247.45397 ;
let Lambda[26,19]:= 
298.42926 ;
let Lambda[26,20]:= 
387.46161 ;
let Lambda[26,21]:= 
324.62437 ;
let Lambda[26,22]:= 
275.40723 ;
let Lambda[26,23]:= 
327.63725 ;
let Lambda[26,24]:= 
330.75760 ;
let Lambda[26,1]:= 
121.15715 ;
let Lambda[26,2]:= 
110.66380 ;
let Lambda[26,3]:= 
100.88437 ;
let Lambda[27,17]:= 
68.98132 ;
let Lambda[27,18]:= 
56.26170 ;
let Lambda[27,19]:= 
49.56793 ;
let Lambda[27,20]:= 
52.20768 ;
let Lambda[27,21]:= 
42.40643 ;
let Lambda[27,22]:= 
38.79959 ;
let Lambda[27,23]:= 
40.79274 ;
let Lambda[27,24]:= 
44.05445 ;
let Lambda[27,1]:= 
35.73654 ;
let Lambda[27,2]:= 
42.44673 ;
