# timeseries-10min - file con shifting in base al fuso orario.
35.53760 ;
let Lambda[3,23]:= 
32.39711 ;
let Lambda[4,6]:= 
42.12466 ;
let Lambda[4,7]:= 
35.02175 ;
let Lambda[4,8]:= 
34.85662 ;
let Lambda[4,9]:= 
31.26844 ;
let Lambda[4,10]:= 
32.42327 ;
let Lambda[4,11]:= 
24.92308 ;
let Lambda[4,12]:= 
30.09624 ;
let Lambda[4,13]:= 
28.04742 ;
let Lambda[4,14]:= 
33.52166 ;
let Lambda[4,15]:= 
39.45068 ;
let Lambda[4,16]:= 
41.32134 ;
let Lambda[4,17]:= 
43.61923 ;
let Lambda[4,18]:= 
49.15677 ;
let Lambda[4,19]:= 
47.82590 ;
let Lambda[4,20]:= 
45.86742 ;
let Lambda[4,21]:= 
59.34459 ;
let Lambda[4,22]:= 
67.12215 ;
let Lambda[4,23]:= 
67.15743 ;
let Lambda[4,24]:= 
57.79428 ;
let Lambda[4,1]:= 
7.09480 ;
let Lambda[4,2]:= 
7.09480 ;
let Lambda[4,3]:= 
7.65214 ;
let Lambda[4,4]:= 
6.98939 ;
let Lambda[4,5]:= 
6.37173 ;
let Lambda[5,24]:= 
116.73187 ;
let Lambda[5,1]:= 
54.72529 ;
let Lambda[5,2]:= 
48.70630 ;
let Lambda[5,3]:= 
48.34054 ;
let Lambda[5,4]:= 
44.87461 ;
let Lambda[5,5]:= 
38.12513 ;
let Lambda[5,6]:= 
40.49688 ;
let Lambda[5,7]:= 
41.59106 ;
let Lambda[5,8]:= 
44.69225 ;
let Lambda[5,9]:= 
53.08403 ;
let Lambda[5,10]:= 
55.09105 ;
let Lambda[5,11]:= 
64.02888 ;
let Lambda[5,12]:= 
64.94173 ;
let Lambda[5,13]:= 
69.50183 ;
let Lambda[5,14]:= 
74.06192 ;
let Lambda[5,15]:= 
81.35953 ;
let Lambda[5,16]:= 
101.60797 ;
let Lambda[5,17]:= 
91.21021 ;
let Lambda[5,18]:= 
81.54189 ;
let Lambda[5,19]:= 
85.91963 ;
let Lambda[5,20]:= 
85.91963 ;
let Lambda[5,21]:= 
92.66911 ;
let Lambda[5,22]:= 
84.64309 ;
let Lambda[5,23]:= 
77.16312 ;
let Lambda[6,23]:= 
217.65772 ;
let Lambda[6,24]:= 
165.64787 ;
let Lambda[6,1]:= 
99.82170 ;
let Lambda[6,2]:= 
99.07209 ;
let Lambda[6,3]:= 
91.96882 ;
let Lambda[6,4]:= 
78.13601 ;
let Lambda[6,5]:= 
82.99682 ;
let Lambda[6,6]:= 
85.23929 ;
let Lambda[6,7]:= 
91.59508 ;
let Lambda[6,8]:= 
108.79371 ;
let Lambda[6,9]:= 
112.90702 ;
let Lambda[6,10]:= 
131.22476 ;
let Lambda[6,11]:= 
133.09561 ;
let Lambda[6,12]:= 
142.44135 ;
let Lambda[6,13]:= 
151.78710 ;
let Lambda[6,14]:= 
166.74326 ;
let Lambda[6,15]:= 
208.24168 ;
let Lambda[6,16]:= 
186.93185 ;
let Lambda[6,17]:= 
167.11700 ;
let Lambda[6,18]:= 
176.08901 ;
let Lambda[6,19]:= 
176.08901 ;
let Lambda[6,20]:= 
189.92181 ;
let Lambda[6,21]:= 
173.47279 ;
let Lambda[6,22]:= 
158.14288 ;
let Lambda[7,16]:= 
161.13492 ;
let Lambda[7,17]:= 
122.75071 ;
let Lambda[7,18]:= 
121.63907 ;
let Lambda[7,19]:= 
109.54732 ;
let Lambda[7,20]:= 
113.10751 ;
let Lambda[7,21]:= 
87.27921 ;
let Lambda[7,22]:= 
103.00978 ;
let Lambda[7,23]:= 
96.17544 ;
let Lambda[7,24]:= 
102.31319 ;
let Lambda[7,1]:= 
115.38675 ;
let Lambda[7,2]:= 
119.74934 ;
let Lambda[7,3]:= 
139.17717 ;
let Lambda[7,4]:= 
141.16138 ;
let Lambda[7,5]:= 
151.07350 ;
let Lambda[7,6]:= 
160.98560 ;
let Lambda[7,7]:= 
176.84813 ;
let Lambda[7,8]:= 
220.86140 ;
let Lambda[7,9]:= 
198.26017 ;
let Lambda[7,10]:= 
177.24452 ;
let Lambda[7,11]:= 
186.76024 ;
let Lambda[7,12]:= 
186.76024 ;
let Lambda[7,13]:= 
201.43133 ;
let Lambda[7,14]:= 
183.98548 ;
let Lambda[7,15]:= 
167.72655 ;
let Lambda[8,17]:= 
131.83835 ;
let Lambda[8,18]:= 
123.48116 ;
let Lambda[8,19]:= 
99.62898 ;
let Lambda[8,20]:= 
110.09410 ;
let Lambda[8,21]:= 
92.73755 ;
let Lambda[8,22]:= 
87.63280 ;
let Lambda[8,23]:= 
83.69056 ;
let Lambda[8,24]:= 
95.59943 ;
let Lambda[8,1]:= 
79.16630 ;
let Lambda[8,2]:= 
94.03121 ;
let Lambda[8,3]:= 
97.58637 ;
let Lambda[8,4]:= 
113.41853 ;
let Lambda[8,5]:= 
115.03553 ;
let Lambda[8,6]:= 
123.11312 ;
let Lambda[8,7]:= 
131.19072 ;
let Lambda[8,8]:= 
144.11743 ;
let Lambda[8,9]:= 
179.98482 ;
let Lambda[8,10]:= 
161.56659 ;
let Lambda[8,11]:= 
144.44046 ;
let Lambda[8,12]:= 
152.19503 ;
let Lambda[8,13]:= 
152.19503 ;
let Lambda[8,14]:= 
164.15083 ;
let Lambda[8,15]:= 
149.93382 ;
let Lambda[8,16]:= 
136.68406 ;
let Lambda[9,4]:= 
75.75048 ;
let Lambda[9,5]:= 
57.64971 ;
let Lambda[9,6]:= 
57.18823 ;
let Lambda[9,7]:= 
50.92376 ;
let Lambda[9,8]:= 
52.68929 ;
let Lambda[9,9]:= 
40.58083 ;
let Lambda[9,10]:= 
47.99358 ;
let Lambda[9,11]:= 
44.72639 ;
let Lambda[9,12]:= 
49.53264 ;
let Lambda[9,13]:= 
53.00820 ;
let Lambda[9,14]:= 
61.66221 ;
let Lambda[9,15]:= 
64.64003 ;
let Lambda[9,16]:= 
73.40048 ;
let Lambda[9,17]:= 
70.92788 ;
let Lambda[9,18]:= 
81.27048 ;
let Lambda[9,19]:= 
80.35053 ;
let Lambda[9,20]:= 
112.61260 ;
let Lambda[9,21]:= 
91.07992 ;
let Lambda[9,22]:= 
91.26804 ;
let Lambda[9,23]:= 
86.73972 ;
let Lambda[9,24]:= 
89.56819 ;
let Lambda[9,1]:= 
35.59105 ;
let Lambda[9,2]:= 
32.50853 ;
let Lambda[9,3]:= 
29.63573 ;
let Lambda[10,5]:= 
57.09852 ;
let Lambda[10,6]:= 
53.36686 ;
let Lambda[10,7]:= 
43.13972 ;
let Lambda[10,8]:= 
47.57307 ;
let Lambda[10,9]:= 
40.14744 ;
let Lambda[10,10]:= 
33.76787 ;
let Lambda[10,11]:= 
39.85394 ;
let Lambda[10,12]:= 
37.20978 ;
let Lambda[10,13]:= 
35.98586 ;
let Lambda[10,14]:= 
47.96698 ;
let Lambda[10,15]:= 
44.85177 ;
let Lambda[10,16]:= 
58.42963 ;
let Lambda[10,17]:= 
53.45259 ;
let Lambda[10,18]:= 
64.04578 ;
let Lambda[10,19]:= 
61.62189 ;
let Lambda[10,20]:= 
75.70051 ;
let Lambda[10,21]:= 
85.45013 ;
let Lambda[10,22]:= 
85.68204 ;
let Lambda[10,23]:= 
68.57498 ;
let Lambda[10,24]:= 
72.25656 ;
let Lambda[10,1]:= 
19.21717 ;
let Lambda[10,2]:= 
20.72679 ;
let Lambda[10,3]:= 
18.93165 ;
let Lambda[10,4]:= 
17.25865 ;
